epoch,loss,lr,val_loss
68,0.6513817310333252,1e-07,0.6269145607948303
69,0.6528486013412476,1e-07,0.626914918422699
70,0.6520980596542358,1e-07,0.6269150376319885
71,0.6526463627815247,1e-07,0.6269150972366333
72,0.6510010361671448,1e-07,0.6269153356552124
73,0.652268648147583,1e-07,0.6269158124923706
74,0.6525959372520447,1e-07,0.6269160509109497
75,0.6540094614028931,1e-07,0.6269165277481079
76,0.6525102853775024,1e-07,0.6269168853759766
77,0.6508980989456177,1e-07,0.6269171833992004
78,0.6533088684082031,1e-07,0.6269175410270691
79,0.6519659161567688,1e-07,0.6269178986549377
80,0.6525055170059204,1e-07,0.6269181370735168
81,0.653557538986206,1e-07,0.6269181966781616
82,0.6510461568832397,1e-07,0.6269183158874512
83,0.6531078219413757,1e-07,0.6269186735153198
84,0.6542981863021851,1e-07,0.6269190907478333
85,0.6517013907432556,1e-07,0.6269196271896362
86,0.651258111000061,1e-07,0.6269200444221497
0,0.6800684332847595,1e-04,0.6488298773765564
1,0.6746251583099365,1e-04,0.639978289604187
2,0.6730334162712097,1e-04,0.6375141143798828
3,0.6606901288032532,1e-04,0.6387608647346497
4,0.6599829792976379,1e-04,0.6414896845817566
5,0.661219596862793,1e-04,0.6445857882499695
6,0.6586773991584778,1e-04,0.6452847719192505
7,0.6549327373504639,1e-04,0.6430405378341675
8,0.6560505032539368,1e-05,0.6411422491073608
9,0.6550183892250061,1e-05,0.6393022537231445
10,0.6568010449409485,1e-05,0.6376725435256958
11,0.6594454646110535,1e-05,0.6362627148628235
12,0.656989336013794,1e-05,0.635087788105011
13,0.6527847647666931,1e-05,0.6340480446815491
14,0.6586222648620605,1e-05,0.633113443851471
15,0.6546299457550049,1e-05,0.6322840452194214
16,0.6589539051055908,1e-05,0.63154536485672
17,0.65481036901474,1e-05,0.6308369040489197
18,0.6559970378875732,1e-05,0.630233645439148
19,0.6584993004798889,1e-05,0.6297337412834167
20,0.6540976762771606,1e-05,0.6292545199394226
21,0.6576523184776306,1e-05,0.6288814544677734
22,0.6552679538726807,1e-05,0.6285911202430725
23,0.6553672552108765,1e-05,0.6283600926399231
24,0.6545681357383728,1e-05,0.6281443238258362
25,0.6544989347457886,1e-05,0.6279330849647522
26,0.6613671779632568,1e-05,0.6278048753738403
27,0.6540628671646118,1e-05,0.6277226209640503
28,0.654695987701416,1e-05,0.6276206374168396
29,0.6568659543991089,1e-05,0.6275283098220825
30,0.6537145972251892,1e-05,0.6274438500404358
31,0.6538053750991821,1e-05,0.6273447871208191
32,0.6533828973770142,1e-05,0.6272531747817993
33,0.6548328399658203,1e-05,0.6271668672561646
34,0.6562028527259827,1e-05,0.6271001100540161
35,0.6527555584907532,1e-05,0.6270455121994019
36,0.6522650122642517,1e-05,0.6270050406455994
37,0.657352089881897,1e-05,0.6270073652267456
38,0.6542839407920837,1e-05,0.6270059943199158
39,0.6549467444419861,1e-05,0.62698894739151
40,0.6535452008247375,1e-05,0.6269826889038086
41,0.6522087454795837,1e-05,0.6269627809524536
42,0.6544644832611084,1e-05,0.6269526481628418
43,0.6551141142845154,1e-05,0.6269510984420776
44,0.6550737619400024,1e-05,0.6269694566726685
45,0.655301034450531,1e-06,0.6269591450691223
46,0.6558807492256165,1e-06,0.6269487738609314
47,0.6530513763427734,1e-06,0.6269383430480957
48,0.6549012660980225,1e-06,0.6269272565841675
49,0.6560389995574951,1e-06,0.6269198656082153
50,0.6540724039077759,1e-07,0.6269126534461975
51,0.6552190780639648,1e-07,0.6269060969352722
52,0.6547919511795044,1e-07,0.6269003748893738
53,0.6567955017089844,1e-07,0.6268953680992126
54,0.6526509523391724,1e-07,0.6268907785415649
55,0.6511337757110596,1e-07,0.6268866658210754
56,0.653177797794342,1e-07,0.6268826723098755
57,0.6563313007354736,1e-07,0.6268793344497681
58,0.655413031578064,1e-07,0.6268762946128845
59,0.657942533493042,1e-07,0.6268738508224487
60,0.6530441045761108,1e-07,0.6268714666366577
61,0.6569830775260925,1e-07,0.626869261264801
62,0.6503587365150452,1e-07,0.626867413520813
63,0.6534408926963806,1e-07,0.626865565776825
64,0.6555418968200684,1e-07,0.6268638372421265
65,0.6552083492279053,1e-07,0.6268622279167175
66,0.655701756477356,1e-07,0.6268609166145325
67,0.6534830927848816,1e-07,0.6268596649169922
68,0.6522926688194275,1e-07,0.6268587112426758
69,0.657081663608551,1e-07,0.6268578767776489
70,0.6544864177703857,1e-07,0.6268571019172668
71,0.654284656047821,1e-07,0.6268563866615295
72,0.6548104286193848,1e-07,0.6268559694290161
73,0.655672550201416,1e-07,0.6268554329872131
74,0.6559622883796692,1e-07,0.6268548369407654
75,0.6538490056991577,1e-07,0.6268542408943176
76,0.6513201594352722,1e-07,0.6268535852432251
77,0.6509820222854614,1e-07,0.6268530488014221
78,0.6543861031532288,1e-07,0.6268526315689087
79,0.6538516283035278,1e-07,0.6268524527549744
80,0.6532167196273804,1e-07,0.6268524527549744
81,0.6555874347686768,1e-07,0.6268521547317505
82,0.6533821821212769,1e-07,0.6268520355224609
83,0.6540095806121826,1e-07,0.6268517374992371
84,0.6531562209129333,1e-07,0.6268514394760132
85,0.6528721451759338,1e-07,0.626850962638855
86,0.6564661860466003,1e-07,0.6268504858016968
87,0.6541805863380432,1e-07,0.6268501281738281
88,0.6526651978492737,1e-07,0.6268498301506042
89,0.656798243522644,1e-07,0.6268498301506042
90,0.657386302947998,1e-07,0.6268496513366699
91,0.655220627784729,1e-07,0.6268495917320251
92,0.6533268094062805,1e-07,0.6268495321273804
93,0.655074954032898,1e-07,0.626849353313446
94,0.6532988548278809,1e-07,0.6268492341041565
95,0.6595990657806396,1e-07,0.6268491744995117
96,0.6520698070526123,1e-07,0.6268489956855774
97,0.6561938524246216,1e-07,0.6268488764762878
98,0.6502446532249451,1e-07,0.6268486976623535
99,0.6539993286132812,1e-07,0.626848578453064
100,0.6563648581504822,1e-07,0.6268486380577087
101,0.6527004241943359,1e-07,0.6268486380577087
102,0.6535602807998657,1e-07,0.6268486380577087
103,0.655996561050415,1e-07,0.6268485188484192
104,0.659132719039917,1e-07,0.6268485188484192
105,0.6535186171531677,1e-07,0.626848578453064
106,0.6549158692359924,1e-07,0.6268485188484192
107,0.6552011966705322,1e-07,0.6268483400344849
108,0.6525638103485107,1e-07,0.6268482208251953
109,0.6558393836021423,1e-07,0.6268481016159058
110,0.6560729742050171,1e-07,0.6268479228019714
111,0.6531873345375061,1e-07,0.6268478631973267
112,0.6550560593605042,1e-07,0.6268477439880371
113,0.6552952527999878,1e-07,0.6268474459648132
114,0.6546021103858948,1e-07,0.6268471479415894
115,0.6561650037765503,1e-07,0.6268468499183655
116,0.6528052687644958,1e-07,0.6268466114997864
117,0.6536928415298462,1e-07,0.626846432685852
118,0.6546947360038757,1e-07,0.6268462538719177
119,0.6543135046958923,1e-07,0.626846194267273
120,0.6568673253059387,1e-07,0.6268460154533386
121,0.6538029313087463,1e-07,0.6268458962440491
122,0.6543843150138855,1e-07,0.6268458962440491
123,0.6527832746505737,1e-07,0.6268460154533386
124,0.6556271314620972,1e-07,0.6268460154533386
125,0.654767632484436,1e-07,0.6268460154533386
126,0.6532682180404663,1e-07,0.6268458962440491
127,0.6532484889030457,1e-07,0.6268458962440491
128,0.653931200504303,1e-07,0.6268458366394043
129,0.6552448868751526,1e-07,0.6268457174301147
130,0.6580607891082764,1e-07,0.6268455386161804
131,0.6559420228004456,1e-07,0.6268453598022461
132,0.6555481553077698,1e-07,0.6268452405929565
133,0.6570470929145813,1e-07,0.6268451809883118
134,0.654320478439331,1e-07,0.6268447637557983
135,0.6566482782363892,1e-07,0.6268444657325745
136,0.656009316444397,1e-07,0.6268443465232849
137,0.6581369042396545,1e-07,0.6268439888954163
138,0.6547220349311829,1e-07,0.6268438100814819
139,0.6583373546600342,1e-07,0.6268437504768372
140,0.6512179970741272,1e-07,0.6268433928489685
141,0.657351553440094,1e-07,0.6268430948257446
142,0.6534613966941833,1e-07,0.6268428564071655
143,0.6553259491920471,1e-07,0.6268426179885864
144,0.6524569988250732,1e-07,0.6268424987792969
145,0.6522181034088135,1e-07,0.626842200756073
146,0.6545279026031494,1e-07,0.6268419027328491
147,0.657219648361206,1e-07,0.6268414258956909
148,0.6559746265411377,1e-07,0.6268410086631775
149,0.6551026105880737,1e-07,0.6268407106399536
150,0.6555423736572266,1e-07,0.6268404722213745
151,0.6571118235588074,1e-07,0.6268402934074402
152,0.6518856883049011,1e-07,0.6268402338027954
153,0.6547784209251404,1e-07,0.6268401741981506
154,0.6557000875473022,1e-07,0.6268401741981506
155,0.6586951613426208,1e-07,0.6268400549888611
156,0.6540080904960632,1e-07,0.6268399953842163
157,0.6548059582710266,1e-07,0.6268399357795715
158,0.6527648568153381,1e-07,0.6268399953842163
159,0.6548529267311096,1e-07,0.6268400549888611
160,0.6536217927932739,1e-07,0.6268399953842163
161,0.6536266803741455,1e-07,0.626839816570282
162,0.6539624929428101,1e-07,0.626839816570282
163,0.6575429439544678,1e-07,0.6268399357795715
164,0.6550611853599548,1e-07,0.6268399357795715
165,0.655755341053009,1e-07,0.6268399357795715
166,0.6544539332389832,1e-07,0.6268399357795715
167,0.6549776792526245,1e-07,0.626839816570282
168,0.6535945534706116,1e-07,0.6268397569656372
169,0.6571966409683228,1e-07,0.6268396377563477
170,0.6540023684501648,1e-07,0.6268396377563477
171,0.6569263935089111,1e-07,0.6268395185470581
172,0.6576358079910278,1e-07,0.6268396377563477
173,0.6538136005401611,1e-07,0.6268395185470581
174,0.6534735560417175,1e-07,0.6268393397331238
175,0.6562021374702454,1e-07,0.6268392205238342
176,0.6546227931976318,1e-07,0.6268389821052551
177,0.6547173857688904,1e-07,0.6268385648727417
178,0.653782844543457,1e-07,0.6268381476402283
179,0.6549562215805054,1e-07,0.6268379092216492
180,0.658584475517273,1e-07,0.6268376708030701
181,0.6514477133750916,1e-07,0.626837432384491
182,0.6564719676971436,1e-07,0.6268373131752014
183,0.6546745300292969,1e-07,0.6268371939659119
184,0.6535154581069946,1e-07,0.6268371939659119
185,0.656563937664032,1e-07,0.6268371939659119
186,0.6537175178527832,1e-07,0.6268371939659119
187,0.6543136835098267,1e-07,0.6268371939659119
188,0.658852756023407,1e-07,0.6268370747566223
189,0.6519729495048523,1e-07,0.6268367767333984
190,0.655258059501648,1e-07,0.6268367171287537
191,0.6560049653053284,1e-07,0.6268367767333984
192,0.655913770198822,1e-07,0.6268367767333984
193,0.654674768447876,1e-07,0.6268367767333984
194,0.653499186038971,1e-07,0.6268367767333984
195,0.6540150046348572,1e-07,0.6268368363380432
196,0.6572935581207275,1e-07,0.6268367767333984
197,0.6553196310997009,1e-07,0.6268364787101746
198,0.6576923727989197,1e-07,0.6268362402915955
199,0.6539264917373657,1e-07,0.626836359500885
200,0.6546958088874817,1e-07,0.6268364787101746
201,0.6541337370872498,1e-07,0.6268365979194641
202,0.6544879078865051,1e-07,0.6268366575241089
203,0.6558597683906555,1e-07,0.626836895942688
204,0.6528190970420837,1e-07,0.6268367767333984
205,0.6544271111488342,1e-07,0.6268366575241089
206,0.6569679379463196,1e-07,0.6268367767333984
207,0.6535890698432922,1e-07,0.6268367767333984
208,0.6561925411224365,1e-07,0.6268366575241089
209,0.6528953909873962,1e-07,0.6268365979194641
210,0.6508030295372009,1e-07,0.6268362998962402
211,0.6537559032440186,1e-07,0.6268360018730164
212,0.6561928391456604,1e-07,0.6268358826637268
213,0.6525240540504456,1e-07,0.6268357038497925
214,0.6559708714485168,1e-07,0.6268353462219238
215,0.6545771956443787,1e-07,0.6268351674079895
216,0.6538665890693665,1e-07,0.6268350481987
217,0.6553592085838318,1e-07,0.6268349885940552
218,0.6521875262260437,1e-07,0.6268348693847656
219,0.656796932220459,1e-07,0.6268347501754761
220,0.6535056829452515,1e-07,0.6268343925476074
221,0.6536199450492859,1e-07,0.6268343925476074
222,0.6566526889801025,1e-07,0.6268343329429626
223,0.6525081992149353,1e-07,0.6268342137336731
224,0.6590819954872131,1e-07,0.6268339157104492
225,0.6538347005844116,1e-07,0.6268336176872253
226,0.6535322666168213,1e-07,0.6268334984779358
227,0.6542813777923584,1e-07,0.626833438873291
228,0.6564580202102661,1e-07,0.6268337965011597
229,0.6541237235069275,1e-07,0.6268340349197388
230,0.6566969156265259,1e-07,0.6268340349197388
231,0.650885820388794,1e-07,0.6268340945243835
232,0.6533053517341614,1e-07,0.6268340349197388
233,0.6549424529075623,1e-07,0.6268340349197388
234,0.6576464772224426,1e-07,0.6268340349197388
235,0.6564846634864807,1e-07,0.6268339157104492
236,0.6535758972167969,1e-07,0.6268339157104492
237,0.6587082147598267,1e-07,0.6268339157104492
238,0.6554262638092041,1e-07,0.6268339157104492
239,0.6539226770401001,1e-07,0.626833975315094
240,0.654829740524292,1e-07,0.6268340349197388
241,0.6554476022720337,1e-07,0.6268339157104492
242,0.6515293121337891,1e-07,0.6268337965011597
243,0.6531897187232971,1e-07,0.6268337965011597
244,0.6563848257064819,1e-07,0.6268336176872253
245,0.6561721563339233,1e-07,0.6268336176872253
246,0.6574212312698364,1e-07,0.6268337368965149
247,0.6538299918174744,1e-07,0.6268337368965149
